game_title,user_review_count,critic_review_count,developer,platforms,platform_count,Avg_Rank,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,metascore,Difficulty_Easy,Difficulty_Just_Right,Difficulty_Simple,Difficulty_Tough,Difficulty_Unforgiving,Play Time_<_1_Hour,Play Time_>=_80_Hours,Play Time_~1_Hour,Play Time_~12_Hours,Play Time_~2_Hours,Play Time_~20_Hours,Play Time_~4_Hours,Play Time_~40_Hours,Play Time_~60_Hours,Play Time_~8_Hours,Completion_Beat_It,Completion_Conquered_It,Completion_Halfway,Completion_Played_It,Completion_Tried_It
spyborgs,5.0,30.0,Bionic Games,wii,1.0,10155.0,2009,Action,Capcom,0.1,0.01,0.0,0.01,0.12,66,4.76,23.81,0.0,52.38,19.05,0.0,0.0,0.0,40.0,0.0,20.0,10.0,0.0,0.0,30.0,40.0,0.0,4.44,24.44,31.11
spyro 2: season of flame,25.0,18.0,Digital Eclipse,game-boy-advance,1.0,1181.0,2002,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58,76,13.16,74.21,2.11,10.53,0.0,0.87,1.74,0.0,27.83,0.87,39.13,6.09,4.35,0.0,19.13,26.07,35.58,8.9,17.18,12.27
spyro orange: the cortex conspiracy,21.0,25.0,Vicarious Visions,game-boy-advance,1.0,3519.0,2004,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57,60,19.19,52.53,8.08,18.18,2.02,0.0,3.45,0.0,17.24,6.9,29.31,15.52,5.17,1.72,20.69,30.53,18.95,13.16,21.58,15.79
spyro: a hero's tail,21.0,17.0,Eurocom,"playstation-2, xbox, gamecube",3.0,6123.0,2004,Platform,Vivendi Games,0.65,0.3399999999999999,0.0,0.1,1.09,64,15.45,66.52,5.15,12.02,0.86,0.69,4.86,0.0,18.75,0.0,41.67,6.25,15.97,3.47,8.33,32.88,29.0,8.22,16.89,13.01
spyro: attack of the rhynocs,19.0,13.0,Digital Eclipse,game-boy-advance,1.0,5835.0,2003,Platform,Universal Interactive,0.22,0.08,0.0,0.01,0.31,72,16.96,70.54,1.79,10.71,0.0,0.0,2.38,0.0,27.38,1.19,40.48,2.38,5.95,2.38,17.86,25.13,41.21,5.53,14.57,13.57
spyro: enter the dragonfly,123.0,20.0,Check Six Games,"playstation-2, gamecube",2.0,1871.5,2002,Platform,Universal Interactive,1.29,1.09,0.0,0.3,2.68,56,26.8,50.72,9.22,11.53,1.73,0.57,4.55,1.14,21.59,0.0,41.48,9.66,7.95,2.27,10.8,30.89,22.76,11.71,22.44,12.2
spyro: season of ice,27.0,16.0,Digital Eclipse,game-boy-advance,1.0,723.0,2001,Platform,Vivendi Games,1.29,0.83,0.0,0.11,2.23,74,13.82,63.59,0.46,19.82,2.3,0.85,0.85,0.85,24.79,2.56,38.46,5.98,4.27,2.56,18.8,24.47,21.88,14.59,24.0,15.06
spyro: shadow legacy,20.0,18.0,Amaze Entertainment,ds,1.0,8443.0,2005,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.16,50,42.86,33.93,5.36,16.07,1.79,0.0,6.45,0.0,29.03,0.0,35.48,0.0,12.9,0.0,16.13,25.0,28.95,5.26,18.42,22.37
ssx 3,171.0,41.0,EA Canada,"playstation-2, xbox, gamecube",3.0,5207.0,2003,Sports,Electronic Arts,1.6,0.71,0.0,0.24,2.55,93,5.88,79.41,0.98,13.73,0.0,0.0,17.91,0.75,11.94,0.0,16.42,2.24,37.31,8.96,4.48,37.47,23.63,8.11,21.48,9.31
ssx blur,10.0,52.0,EA Montreal,wii,1.0,5528.0,2007,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.3299999999999999,74,3.13,56.25,12.5,25.0,3.13,0.0,0.0,0.0,23.08,0.0,46.15,0.0,15.38,0.0,15.38,17.24,6.03,7.76,31.03,37.93
ssx on tour,32.0,41.0,EA Canada,"playstation-2, xbox, psp, gamecube",4.0,7079.25,2005,Sports,Electronic Arts,0.68,0.28,0.0,0.1,1.06,80,12.82,67.95,1.28,14.1,3.85,0.0,20.0,0.0,20.0,0.0,16.0,6.0,36.0,0.0,2.0,27.68,20.9,11.86,25.99,13.56
ssx tricky,110.0,33.0,EA Canada,"playstation-2, xbox, gamecube",3.0,4286.25,2001,Sports,Electronic Arts,1.73,0.91,0.0,0.25,2.89,92,6.15,77.95,2.56,12.82,0.51,2.68,14.29,0.0,12.5,0.89,26.79,6.25,23.21,8.04,5.36,33.66,26.59,7.8,20.73,11.22
star fox 64 3d,289.0,65.0,Q-Games,3ds,1.0,2199.0,2011,Shooter,Nintendo,0.48,0.27,0.13,0.07,0.95,81,7.05,68.98,0.47,22.5,1.0,1.86,5.89,5.81,17.66,9.91,23.7,12.82,8.35,2.83,11.18,43.77,36.13,3.6,9.91,6.58
star fox adventures,198.0,39.0,Rare Ltd.,gamecube,1.0,921.0,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.88,82,16.21,68.51,1.84,11.42,2.03,0.14,4.6,0.43,16.52,0.0,41.09,1.58,24.14,3.88,7.61,30.27,31.55,11.13,15.16,11.9
star fox command,53.0,56.0,Q-Games,ds,1.0,3742.0,2006,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54,76,8.86,56.71,1.01,24.3,9.11,0.83,2.08,1.67,25.0,1.25,36.25,7.92,8.75,2.08,14.17,32.49,27.32,5.63,18.48,16.07
star fox: assault,121.0,59.0,Namco,gamecube,1.0,1916.0,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,67,10.01,75.03,0.76,12.8,1.39,0.18,3.89,0.0,22.61,2.65,28.62,12.9,10.07,4.24,14.84,53.02,24.05,4.32,8.77,9.83
star ocean: first departure,40.0,32.0,TOSE,psp,1.0,3128.0,2007,Role-Playing,Square,0.2,0.14,0.22,0.09,0.65,74,13.13,76.12,1.12,9.08,0.56,0.4,9.22,0.0,5.01,0.2,22.85,0.4,46.89,14.23,0.8,35.4,15.82,7.44,19.69,21.65
star ocean: second evolution,40.0,37.0,TOSE,psp,1.0,5413.0,2008,Role-Playing,Square,0.14,0.02,0.16,0.02,0.34,75,3.55,63.24,0.24,30.38,2.6,0.16,44.79,0.0,1.14,0.0,2.93,0.16,19.38,31.11,0.33,37.63,30.62,8.45,14.15,9.14
star ocean: the last hope,83.0,56.0,Square Enix,"playstation-3, xbox-360",2.0,2613.0,2009,Role-Playing,Square,0.32,0.2,0.21,0.06,0.79,72,8.61,68.37,0.54,20.05,2.42,0.0,41.72,0.0,0.21,0.0,1.89,0.63,23.48,31.87,0.21,35.33,7.89,8.44,23.52,24.82
star ocean: till the end of time,118.0,55.0,Tri-Ace,"playstation-4, playstation-2",2.0,1041.0,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.71,80,2.93,57.89,0.47,35.11,3.6,0.2,58.63,0.0,0.4,0.1,2.58,0.3,13.79,23.71,0.3,41.0,18.41,10.2,17.2,13.19
star trek online,314.0,34.0,Cryptic Studios,pc,1.0,14984.0,2010,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,66,15.04,67.67,2.26,13.53,1.5,4.62,86.15,0.0,1.54,0.0,0.0,0.0,3.08,4.62,0.0,21.88,7.14,12.05,40.18,18.75
star trek: conquest,4.0,18.0,4J Studios,"wii, playstation-2",2.0,9867.0,2007,Strategy,Bethesda Softworks,0.1699999999999999,0.05,0.0,0.02,0.2399999999999999,49,12.12,51.52,9.09,15.15,12.12,0.0,9.52,9.52,14.29,4.76,14.29,14.29,23.81,0.0,9.52,27.87,26.23,6.56,14.75,24.59
star trek: legacy,11.0,41.0,Mad Doc Software,"xbox-360, pc",2.0,11873.0,2006,Simulation,Ubisoft,0.14,0.04,0.0,0.02,0.2,64,10.2,40.82,0.0,34.69,14.29,0.0,8.82,0.0,38.24,0.0,32.35,8.82,11.76,0.0,0.0,29.82,12.87,3.51,18.71,35.09
star trek: shattered universe,0.0,21.0,Starsphere Interactive,playstation-2,1.0,12208.5,2004,Simulation,Global Star,0.08,0.05,0.0,0.01,0.14,41,0.0,13.04,0.0,69.57,17.39,0.0,0.0,0.0,38.46,0.0,30.77,0.0,7.69,0.0,23.08,42.86,14.29,4.76,16.67,21.43
star trek: tactical assault,6.0,15.0,Quicksilver Software,"ds, psp",2.0,13451.0,2006,Strategy,Ubisoft,0.07,0.02,0.0,0.0,0.09,64,10.71,21.43,0.0,42.86,25.0,0.0,9.09,0.0,18.18,0.0,36.36,0.0,18.18,9.09,9.09,29.51,19.67,9.84,27.87,13.11
star trek: voyager elite force,79.0,25.0,Raven Software,"pc, playstation-2",2.0,8884.0,2001,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,86,12.68,71.83,0.0,14.08,1.41,0.0,5.17,0.0,17.24,1.72,32.76,8.62,20.69,0.0,13.79,49.14,38.79,1.72,6.03,4.31
star wars battlefront: elite squadron,56.0,25.0,Savage Entertainment,"ds, psp",2.0,3242.5,2009,Shooter,LucasArts,0.8200000000000001,0.2799999999999999,0.0,0.2,1.3,63,15.91,65.15,6.06,11.36,1.52,0.0,6.82,1.14,11.36,0.0,25.0,9.09,25.0,4.55,17.05,29.2,31.39,5.11,17.15,17.15
star wars battlefront: renegade squadron,69.0,35.0,Rebellion,psp,1.0,1074.0,2007,Shooter,LucasArts,0.9,0.47,0.0,0.32,1.6900000000000002,73,17.44,68.02,6.98,7.56,0.0,0.86,7.76,0.86,23.28,1.72,21.55,9.48,8.62,5.17,20.69,36.67,33.13,3.75,11.25,15.21
star wars episode ii: attack of the clones,13.0,14.0,David A. Palmer Productions,game-boy-advance,1.0,2677.0,2002,Action,THQ,0.55,0.2,0.0,0.01,0.76,38,18.42,44.74,7.89,23.68,5.26,0.0,0.0,18.75,18.75,6.25,12.5,6.25,0.0,0.0,37.5,29.49,12.82,5.13,25.64,26.92
star wars episode iii: revenge of the sith,44.0,44.0,Double Helix Games,"ds, playstation-2, xbox, game-boy-advance",4.0,2643.0,2005,Action,LucasArts,3.06,1.99,0.03,0.51,5.59,61,18.73,65.08,2.86,12.38,0.95,0.9,4.48,0.45,35.87,1.79,23.32,9.42,4.04,0.45,19.28,47.19,31.4,4.21,9.3,7.89
star wars jedi knight ii: jedi outcast,553.0,35.0,Raven Software,"playstation-4, pc, xbox, nintendo-switch, gamecube",5.0,6390.5,2002,Shooter,Activision,0.41,0.12,0.0,0.02,0.55,89,4.39,67.44,0.23,26.56,1.39,0.0,5.69,0.0,27.76,0.36,44.13,1.78,11.03,2.14,7.12,42.03,27.58,6.29,13.79,10.31
star wars jedi knight: jedi academy,543.0,34.0,Raven Software,"playstation-4, pc, xbox, nintendo-switch",4.0,9218.5,2003,Shooter,Activision,0.34,0.13,0.0,0.03,0.5,81,8.37,79.28,0.95,10.27,1.14,0.27,5.15,0.0,27.64,0.27,37.67,2.44,11.38,1.63,13.55,43.6,29.64,7.04,12.11,7.61
star wars rogue leader: rogue squadron ii,143.0,45.0,Factor 5,gamecube,1.0,909.0,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90,2.09,32.42,0.16,56.18,9.15,0.29,7.62,0.0,19.65,0.59,32.26,3.81,22.29,3.52,9.97,39.13,16.44,10.51,19.29,14.62
star wars rogue squadron iii: rebel strike,52.0,36.0,Factor 5,gamecube,1.0,2568.0,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8,75,6.21,53.25,0.3,33.14,7.1,0.0,5.7,0.0,17.62,0.52,35.23,1.55,17.62,6.74,15.03,40.11,18.35,10.38,18.21,12.94
star wars starfighter: special edition,4.0,22.0,Secret Level,xbox,1.0,4674.0,2001,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42,76,11.43,40.0,0.0,45.71,2.86,0.0,0.0,0.0,40.0,0.0,20.0,15.0,0.0,0.0,25.0,28.09,19.1,6.74,22.47,23.6
star wars the clone wars: lightsaber duels,25.0,24.0,Krome Studios,"wii, ds",2.0,1081.0,2008,Action,LucasArts,1.23,0.3,0.0,0.14,1.67,56,20.0,46.15,7.69,21.54,4.62,8.33,0.0,0.0,25.0,2.78,8.33,27.78,2.78,0.0,25.0,30.56,10.42,10.42,25.0,23.61
star wars the clone wars: republic heroes,32.0,37.0,Krome Studios,"wii, playstation-3, xbox-360, pc, ds, playstation-2, psp",7.0,6055.0,2009,Action,LucasArts,1.42,0.96,0.0,0.39,2.77,43,44.44,25.0,22.22,8.33,0.0,0.0,7.41,0.0,14.81,0.0,37.04,3.7,11.11,0.0,25.93,29.33,30.67,9.33,17.33,13.33
star wars trilogy: apprentice of the force,6.0,21.0,Ubisoft,game-boy-advance,1.0,4611.0,2004,Action,Ubisoft,0.3,0.11,0.0,0.01,0.42,60,15.38,59.62,3.85,19.23,1.92,0.0,3.23,3.23,19.35,12.9,19.35,16.13,3.23,0.0,22.58,30.59,32.94,11.76,16.47,8.24
star wars: bounty hunter,50.0,32.0,LucasArts,"playstation-2, gamecube",2.0,4193.5,2002,Shooter,LucasArts,0.73,0.47,0.0,0.15,1.35,65,6.5,34.96,1.63,50.41,6.5,0.0,1.49,1.49,22.39,1.49,31.34,2.99,13.43,2.99,22.39,31.9,16.13,15.77,22.22,13.98
star wars: empire at war,245.0,45.0,Petroglyph,pc,1.0,11160.0,2006,Strategy,LucasArts,0.01,0.06,0.0,0.02,0.09,79,12.57,64.4,0.52,20.42,2.09,0.0,19.15,1.06,14.89,3.19,19.15,1.06,27.66,10.64,3.19,31.82,17.17,8.33,26.01,16.67
star wars: flight of the falcon,4.0,13.0,Pocket Studios,game-boy-advance,1.0,5297.0,2003,Action,THQ,0.25,0.09,0.0,0.01,0.35,39,3.13,25.0,3.13,53.13,15.63,0.0,0.0,0.0,36.36,0.0,9.09,27.27,0.0,0.0,27.27,19.05,9.52,6.35,41.27,23.81
star wars: jedi power battles,4.0,8.0,HotGen,game-boy-advance,1.0,9219.0,2002,Action,THQ,0.1,0.04,0.0,0.0,0.14,58,2.94,47.06,2.94,38.24,8.82,0.0,0.0,13.33,33.33,0.0,13.33,13.33,6.67,0.0,20.0,23.33,20.0,6.67,28.33,21.67
star wars: jedi starfighter,26.0,22.0,LucasArts,"playstation-2, xbox",2.0,4236.0,2002,Simulation,Activision,0.59,0.26,0.0,0.08,0.93,81,13.21,63.21,0.94,20.75,1.89,0.0,8.93,3.57,21.43,0.0,37.5,1.79,8.93,1.79,16.07,30.84,19.63,6.54,22.43,20.56
star wars: knights of the old republic,616.0,72.0,BioWare,"pc, xbox, nintendo-switch",3.0,4911.0,2003,Role-Playing,Activision,1.69,0.54,0.0,0.1,2.33,94,6.77,76.69,0.8,14.74,1.0,0.4,18.98,0.0,1.35,0.13,14.0,0.27,33.51,30.82,0.54,34.24,40.73,4.24,12.41,8.39
star wars: lethal alliance,12.0,31.0,Ubisoft Montreal,psp,1.0,10054.5,2006,Action,Ubisoft,0.19,0.02,0.0,0.02,0.2299999999999999,61,20.51,48.72,2.56,28.21,0.0,4.17,4.17,0.0,37.5,0.0,12.5,12.5,8.33,4.17,16.67,19.51,20.73,12.2,21.95,25.61
star wars: obi-wan,19.0,28.0,LucasArts,xbox,1.0,2911.0,2001,Action,Activision,0.52,0.16,0.0,0.02,0.7000000000000001,58,1.61,66.13,3.23,24.19,4.84,0.0,3.45,0.0,44.83,3.45,27.59,3.45,3.45,0.0,13.79,25.68,20.95,10.14,22.97,20.27
star wars: republic commando,111.0,54.0,LucasArts,"playstation-4, pc, xbox, nintendo-switch",4.0,8032.0,2005,Shooter,Activision,0.48,0.21,0.0,0.03,0.72,78,5.21,69.63,1.23,23.01,0.92,0.45,1.81,0.45,38.91,1.36,20.36,4.07,2.71,0.9,28.96,42.23,26.1,8.37,15.34,7.97
star wars: starfighter,41.0,25.0,LucasArts,"pc, playstation-2",2.0,1004.0,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84,14.29,63.03,1.68,19.33,1.68,0.0,4.23,0.0,23.94,1.41,38.03,8.45,7.04,0.0,16.9,40.08,15.29,6.61,20.25,17.77
star wars: super bombad racing,7.0,21.0,Lucas Learning,playstation-2,1.0,8472.0,2001,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,71,26.67,43.33,16.67,13.33,0.0,0.0,0.0,9.09,27.27,9.09,9.09,18.18,0.0,0.0,27.27,13.64,19.7,10.61,25.76,30.3
star wars: the force unleashed,382.0,74.0,LucasArts,"wii, playstation-3, xbox-360, ds, playstation-2, nintendo-switch, psp",7.0,1317.5,2008,Action,LucasArts,5.32,2.97,0.01,1.91,10.21,73,15.04,65.49,2.06,16.37,1.03,0.0,0.83,0.21,32.71,1.25,28.54,3.75,6.46,2.08,24.17,48.26,18.81,3.52,12.59,16.82
star wars: the force unleashed ii,309.0,59.0,LucasArts,"wii, playstation-3, xbox-360, pc, ds",5.0,5319.4,2010,Action,LucasArts,2.5,1.16,0.0,0.42,4.08,61,25.95,57.27,3.58,12.3,0.89,0.31,2.8,0.62,30.22,1.87,20.56,11.53,4.36,1.25,26.48,52.07,23.65,6.38,7.51,10.39
star wars: the old republic,2957.0,73.0,LucasArts,pc,1.0,480.0,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,85,13.03,71.65,2.65,12.42,0.24,0.0,81.74,0.0,0.54,0.27,3.0,0.27,6.54,6.81,0.82,28.84,9.29,21.9,34.6,5.38
star x,4.0,10.0,Graphic State,xbox-series-x,1.0,13552.0,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04,60,4.76,23.81,0.0,57.14,14.29,0.0,10.0,10.0,30.0,30.0,0.0,20.0,0.0,0.0,0.0,29.03,9.68,3.23,29.03,29.03
starcraft ii: heart of the swarm,1702.0,68.0,Blizzard Entertainment,pc,1.0,1094.0,2013,Strategy,Activision,0.82,0.65,0.0,0.19,1.66,86,7.36,68.49,0.34,21.06,2.74,0.0,18.24,0.0,16.22,0.0,24.1,0.68,31.08,4.05,5.63,56.53,22.21,8.48,8.61,4.17
starcraft ii: legacy of the void,1253.0,65.0,Blizzard Entertainment,pc,1.0,3890.0,2015,Strategy,Activision,0.18,0.29,0.0,0.04,0.51,88,2.85,57.91,0.32,37.66,1.27,0.83,17.84,0.0,10.37,0.0,19.92,0.41,42.32,5.81,2.49,55.74,23.81,7.84,10.08,2.52
starcraft ii: wings of liberty,2909.0,82.0,Blizzard Entertainment,pc,1.0,218.0,2010,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,93,4.01,56.71,0.23,33.8,5.25,0.0,20.23,0.0,15.65,0.21,27.37,1.06,25.88,5.22,4.37,49.14,14.41,5.53,15.4,15.52
starhawk,208.0,71.0,LightBox Interactive,playstation-3,1.0,6008.0,2012,Action,Sony,0.18,0.05,0.03,0.03,0.29,77,8.57,70.71,0.71,16.43,3.57,0.0,7.04,0.0,19.72,0.0,12.68,19.72,4.23,1.41,35.21,34.57,9.47,12.76,25.1,18.11
starship troopers,30.0,18.0,Strangelite,pc,1.0,15463.0,2005,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02,46,8.7,43.48,0.0,43.48,4.35,8.33,0.0,0.0,33.33,0.0,16.67,8.33,0.0,0.0,33.33,31.43,17.14,14.29,20.0,17.14
starsky & hutch,0.0,23.0,Supersonic Software,"pc, playstation-2, xbox, gamecube",4.0,8487.0,2003,Racing,Empire Interactive,0.72,0.43,0.0,0.13,1.2799999999999998,58,8.57,57.14,0.0,28.57,5.71,0.0,0.0,0.0,57.14,0.0,14.29,7.14,0.0,0.0,21.43,21.54,12.31,10.77,33.85,21.54
start the party!,23.0,47.0,Supermassive Games,playstation-3,1.0,3175.0,2010,Misc,Sony,0.07,0.42,0.0,0.14,0.63,55,43.48,30.43,21.74,4.35,0.0,7.69,7.69,7.69,23.08,7.69,38.46,0.0,0.0,0.0,7.69,23.4,10.64,12.77,27.66,25.53
state of decay,649.0,52.0,Undead Labs,"xbox-360, pc",2.0,7550.0,2015,Strategy,Microsoft,0.14,0.05,0.0,0.02,0.21,78,7.81,54.69,0.31,33.44,3.75,0.68,20.55,0.0,10.96,0.0,28.77,0.68,26.03,6.16,6.16,24.94,20.26,26.49,25.19,3.12
state of emergency,25.0,34.0,VIS Entertainment,"pc, playstation-2, xbox",3.0,4694.5,2002,Action,Take-Two Interactive,0.99,0.7100000000000001,0.0,0.23,1.93,71,17.59,62.96,5.56,9.26,4.63,0.0,2.08,0.0,35.42,2.08,25.0,12.5,8.33,2.08,12.5,29.01,10.69,9.16,30.53,20.61
steambot chronicles,24.0,35.0,Irem,xbox-360,1.0,13975.0,2005,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.03,74,13.04,74.64,1.45,10.14,0.72,0.0,18.82,0.0,7.06,0.0,16.47,1.18,32.94,23.53,0.0,30.48,18.73,8.25,21.59,20.95
steel battalion,9.0,20.0,Capcom,xbox,1.0,10793.0,2002,Simulation,Microsoft,0.05,0.02,0.02,0.0,0.09,83,2.78,5.56,0.0,36.11,55.56,0.0,50.0,0.0,0.0,0.0,14.29,0.0,21.43,14.29,0.0,10.53,14.47,7.89,46.05,21.05
steel diver,36.0,55.0,Vitei,3ds,1.0,4074.0,2011,Action,Nintendo,0.31,0.1,0.05,0.03,0.49,58,11.54,57.69,2.56,26.28,1.92,3.77,0.0,5.66,28.3,1.89,20.75,13.21,0.0,0.0,26.42,18.8,6.39,19.92,31.95,22.93
stella deus: the gate of eternity,26.0,31.0,Pinegrow,playstation-2,1.0,11694.0,2004,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08,75,11.64,70.55,0.0,15.75,2.05,1.18,14.12,0.0,2.35,0.0,4.71,0.0,43.53,34.12,0.0,28.33,14.0,11.0,22.0,24.67
stella glow,133.0,32.0,Imageepoch,3ds,1.0,6841.0,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79,5.58,76.82,1.07,15.02,1.5,0.32,26.6,0.0,1.6,0.64,1.6,0.32,19.55,49.04,0.32,36.68,23.91,14.23,20.26,4.93
stellaris,1074.0,59.0,Paradox Development Studio,pc,1.0,14638.0,2016,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,78,3.65,56.77,0.0,34.38,5.21,0.84,80.67,0.0,2.52,0.84,0.84,0.84,6.72,6.72,0.0,34.06,10.48,20.52,28.82,6.11
still life,7.0,29.0,Microids,"pc, wii-u",2.0,11812.0,2005,Adventure,Microids,0.05,0.02,0.0,0.0,0.07,70,4.41,77.94,0.0,13.24,4.41,0.0,0.0,0.0,44.23,0.0,32.69,0.0,5.77,0.0,17.31,43.09,29.27,7.32,7.32,13.01
still life 2,57.0,15.0,GameCo,pc,1.0,15770.0,2009,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.01,67,3.13,56.25,3.13,31.25,6.25,0.0,0.0,0.0,54.17,0.0,20.83,4.17,8.33,0.0,12.5,31.88,28.99,2.9,8.7,27.54
story of seasons,74.0,39.0,Marvelous AQL,3ds,1.0,4784.0,2014,Simulation,Nintendo,0.0,0.13,0.26,0.01,0.4,76,7.14,81.11,2.61,8.54,0.6,1.09,76.63,0.54,3.26,0.0,1.36,0.54,6.25,8.42,1.9,26.29,6.22,28.92,35.23,3.33
stranger of sword city,37.0,24.0,Experience Inc.,pc,1.0,13006.0,2015,Role-Playing,Nippon Ichi Software,0.02,0.02,0.0,0.01,0.05,71,1.41,12.68,0.0,61.97,23.94,0.0,34.78,4.35,0.0,0.0,0.0,0.0,17.39,43.48,0.0,18.82,12.94,21.18,40.0,7.06
stranglehold,75.0,59.0,Midway,"playstation-3, xbox-360, pc",3.0,4182.0,2007,Shooter,Midway Games,0.64,0.36,0.01,0.12,1.13,77,11.7,73.4,0.0,14.89,0.0,1.69,0.0,0.0,28.81,0.0,6.78,11.86,1.69,0.0,49.15,44.85,8.91,7.8,17.27,21.17
street fighter anniversary collection,7.0,33.0,Capcom,"playstation-2, xbox",2.0,5951.5,2004,Fighting,Capcom,0.43,0.28,0.0,0.09,0.7999999999999999,79,3.03,58.59,0.0,33.84,4.55,3.23,12.9,11.29,12.9,8.06,20.97,13.71,10.48,2.42,4.03,44.05,25.55,3.52,17.84,9.03
street fighter iv,267.0,77.0,Capcom,"playstation-3, xbox-360, pc",3.0,3412.0,2009,Fighting,Capcom,3.91,1.81,0.73,0.81,7.260000000000002,93,4.11,51.25,0.71,35.36,8.57,5.28,20.28,5.28,16.67,3.61,16.39,5.56,14.72,2.5,9.72,43.7,13.48,3.14,18.71,20.97
street fighter v,1468.0,85.0,Capcom,"playstation-4, pc",2.0,7779.5,2016,Fighting,Capcom,0.35,0.31,0.08,0.13,0.8699999999999999,77,7.36,62.18,4.7,21.83,3.93,4.73,30.18,3.35,7.89,3.16,13.61,5.72,20.51,5.52,5.33,47.43,12.96,9.96,24.84,4.82
street fighter x tekken,247.0,51.0,Capcom,"playstation-3, xbox-360, pc, playstation-vita",4.0,7127.25,2012,Fighting,Capcom,0.87,0.39,0.14,0.17,1.5699999999999998,84,6.88,62.92,2.5,25.21,2.5,15.38,13.55,9.52,15.75,4.03,17.58,5.86,9.16,3.3,5.86,46.82,11.05,9.39,23.9,8.84
stretch panic,5.0,14.0,Treasure,xbox-360,1.0,13168.0,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05,65,25.64,53.85,5.13,15.38,0.0,5.0,5.0,0.0,5.0,30.0,5.0,30.0,0.0,0.0,20.0,19.32,29.55,12.5,18.18,20.45
stronghold,388.0,19.0,FireFly Studios,pc,1.0,10007.0,2001,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,81,1.48,62.96,1.48,33.33,0.74,0.0,8.11,1.35,5.41,2.7,27.03,1.35,39.19,10.81,4.05,29.6,20.63,15.25,23.77,10.76
stronghold legends,66.0,19.0,FireFly Studios,pc,1.0,15684.0,2006,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,57,5.71,48.57,0.0,42.86,2.86,0.0,23.53,0.0,17.65,0.0,11.76,0.0,41.18,0.0,5.88,17.33,22.67,9.33,22.67,28.0
stuart little 2,6.0,10.0,Creations,"game-boy-advance, playstation",2.0,4245.0,2002,Platform,Activision,0.33,0.12,0.0,0.01,0.46,59,44.9,32.65,22.45,0.0,0.0,0.0,2.5,2.5,35.0,7.5,7.5,15.0,2.5,2.5,25.0,36.92,38.46,7.69,10.77,6.15
stubbs the zombie in rebel without a pulse,29.0,55.0,Wideload Games Inc.,"playstation-4, pc, xbox, nintendo-switch",4.0,10071.0,2005,Action,THQ,0.08,0.02,0.0,0.0,0.1,75,12.07,77.59,1.72,8.62,0.0,0.0,2.33,0.0,30.23,0.0,27.91,11.63,2.33,0.0,25.58,35.97,32.37,5.76,12.23,13.67
stunt gp,12.0,8.0,Team17,xbox-360,1.0,13213.0,2001,Racing,Titus,0.02,0.02,0.0,0.01,0.05,49,0.0,61.54,0.0,30.77,7.69,10.0,10.0,0.0,30.0,0.0,20.0,10.0,0.0,0.0,20.0,46.67,26.67,0.0,26.67,0.0
stuntman,32.0,37.0,Reflections Interactive,"playstation-2, game-boy-advance",2.0,7509.5,2002,Racing,Atari,0.79,0.6,0.0,0.2,1.59,71,2.31,20.77,0.77,52.31,23.85,1.89,9.43,0.0,32.08,0.0,33.96,1.89,7.55,1.89,11.32,23.72,13.14,11.68,32.12,19.34
stuntman: ignition,21.0,38.0,Paradigm Entertainment,"playstation-3, xbox-360, playstation-2",3.0,4438.67,2007,Racing,THQ,0.55,0.68,0.0,0.2,1.43,75,6.25,33.33,4.17,43.75,12.5,0.0,0.0,0.0,15.79,0.0,47.37,5.26,10.53,5.26,15.79,22.84,9.88,11.73,30.25,25.31
